nodeid,year,groupid,noffences,size,tsc_haitian,tsc_yob
365425,2001,,,,1,1977
365425,2002,,,,1,1977
365425,2003,,,,1,1977
365425,2004,,,,1,1977
365425,2005,,,,1,1977
365425,2006,,,,1,1977
365425,2007,829,,1,1,1977
365425,2008,987,3,,1,1977
365425,2009,31,,9,1,1977
365533,2001,,,,1,1981
365533,2002,,,,1,1981
365533,2003,,,,1,1981
365533,2004,,,,1,1981
365533,2005,401,1,1,1,1981
365533,2006,,,,1,1981
365533,2007,,,,1,1981
365533,2008,,,,1,1981
365533,2009,,,,1,1981
365575,2001,,,,0,1982
365575,2002,113,3,3,0,1982
365575,2003,,,,0,1982
365575,2004,,,,0,1982
365575,2005,,,,0,1982
365575,2006,,,,0,1982
365575,2007,,,,0,1982
365575,2008,,,,0,1982
365575,2009,1026,1,1,0,1982
365624,2001,,,,1,1985
365624,2002,219,,2,1,1985
365624,2003,85,1,4,1,1985
365624,2004,1010,1,1,1,1985
365624,2005,,,,1,1985
365624,2006,1316,,1,1,1985
365624,2007,215,,2,1,1985
365624,2008,1630,,,1,1985
365624,2009,793,,1,1,1985
365632,2001,372,1,1,0,1985
365632,2002,33,2,6,0,1985
365632,2003,202,13,2,0,1985
365632,2004,,,,0,1985
365632,2005,,,,0,1985
365632,2006,17,10,14,0,1985
365632,2007,539,4,1,0,1985
365632,2008,,,,0,1985
365632,2009,,,,0,1985
365664,2001,,,,0,1987
365664,2002,,,,0,1987
365664,2003,,,,0,1987
365664,2004,,,,0,1987
365664,2005,,,,0,1987
365664,2006,5,6,33,0,1987
365664,2007,,,,0,1987
365664,2008,,,,0,1987
365664,2009,,,,0,1987
365676,2001,,,,0,1987
365676,2002,,,,0,1987
365676,2003,,,,0,1987
365676,2004,,,,0,1987
365676,2005,,,,0,1987
365676,2006,1013,,1,0,1987
365676,2007,32,,9,0,1987
365676,2008,,,,0,1987
365676,2009,,,,0,1987
365964,2001,,,,0,1981
365964,2002,1520,,1,0,1981
365964,2003,16,5,13,0,1981
365964,2004,,,,0,1981
365964,2005,889,2,1,0,1981
365964,2006,691,,1,0,1981
365964,2007,1016,7,1,0,1981
365964,2008,393,7,,0,1981
365964,2009,,,,0,1981
366373,2001,,,,1,1986
366373,2002,,,,1,1986
366373,2003,,,,1,1986
366373,2004,18,5,12,1,1986
366373,2005,,,,1,1986
366373,2006,,,,1,1986
366373,2007,,,,1,1986
366373,2008,,,,1,1986
366373,2009,,,,1,1986
366777,2001,319,6,1,0,1946
366777,2002,208,,2,0,1946
366777,2003,,,,0,1946
366777,2004,,,,0,1946
366777,2005,,,,0,1946
366777,2006,,,,0,1946
366777,2007,,,,0,1946
366777,2008,,,,0,1946
366777,2009,,,,0,1946
366994,2001,,,,1,1974
366994,2002,,,,1,1974
366994,2003,,,,1,1974
366994,2004,219,,2,1,1974
366994,2005,,,,1,1974
366994,2006,,,,1,1974
366994,2007,,,,1,1974
366994,2008,,,,1,1974
366994,2009,,,,1,1974
367290,2001,,,,1,1987
367290,2002,,,,1,1987
367290,2003,,,,1,1987
367290,2004,9,,14,1,1987
367290,2005,2,8,58,1,1987
367290,2006,,,,1,1987
367290,2007,,,,1,1987
367290,2008,,,,1,1987
367290,2009,30,4,9,1,1987
367617,2001,,,,1,1976
367617,2002,,,,1,1976
367617,2003,,,,1,1976
367617,2004,1412,1,1,1,1976
367617,2005,2021,1,1,1,1976
367617,2006,,,,1,1976
367617,2007,774,1,1,1,1976
367617,2008,2059,,,1,1976
367617,2009,,,,1,1976
367680,2001,,,,0,1985
367680,2002,,,,0,1985
367680,2003,,,,0,1985
367680,2004,,,,0,1985
367680,2005,271,,2,0,1985
367680,2006,,,,0,1985
367680,2007,,,,0,1985
367680,2008,,,,0,1985
367680,2009,,,,0,1985
367958,2001,14,20,12,1,1980
367958,2002,39,7,5,1,1980
367958,2003,51,4,5,1,1980
367958,2004,,,,1,1980
367958,2005,,,,1,1980
367958,2006,267,,2,1,1980
367958,2007,,,,1,1980
367958,2008,,,,1,1980
367958,2009,,,,1,1980
367974,2001,,,,1,1985
367974,2002,,,,1,1985
367974,2003,,,,1,1985
367974,2004,,,,1,1985
367974,2005,,,,1,1985
367974,2006,,,,1,1985
367974,2007,34,,8,1,1985
367974,2008,,,,1,1985
367974,2009,,,,1,1985
368118,2001,,,,1,1972
368118,2002,,,,1,1972
368118,2003,,,,1,1972
368118,2004,,,,1,1972
368118,2005,,,,1,1972
368118,2006,,,,1,1972
368118,2007,,,,1,1972
368118,2008,1566,1,,1,1972
368118,2009,,,,1,1972
368791,2001,,,,1,1974
368791,2002,,,,1,1974
368791,2003,57,,5,1,1974
368791,2004,,,,1,1974
368791,2005,1512,,1,1,1974
368791,2006,,,,1,1974
368791,2007,,,,1,1974
368791,2008,,,,1,1974
368791,2009,,,,1,1974
368812,2001,,,,1,1985
368812,2002,,,,1,1985
368812,2003,,,,1,1985
368812,2004,,,,1,1985
368812,2005,38,,6,1,1985
368812,2006,1841,1,1,1,1985
368812,2007,3,,42,1,1985
368812,2008,,,,1,1985
368812,2009,1564,2,1,1,1985
368814,2001,11,11,15,1,1987
368814,2002,39,6,5,1,1987
368814,2003,1,4,49,1,1987
368814,2004,,,,1,1987
368814,2005,191,1,2,1,1987
368814,2006,,,,1,1987
368814,2007,2120,,1,1,1987
368814,2008,,,,1,1987
368814,2009,,,,1,1987
368818,2001,,,,1,1989
368818,2002,,,,1,1989
368818,2003,,,,1,1989
368818,2004,,,,1,1989
368818,2005,38,,6,1,1989
368818,2006,,,,1,1989
368818,2007,,,,1,1989
368818,2008,,,,1,1989
368818,2009,,,,1,1989
369290,2001,,,,1,1977
369290,2002,,,,1,1977
369290,2003,,,,1,1977
369290,2004,219,1,2,1,1977
369290,2005,,,,1,1977
369290,2006,,,,1,1977
369290,2007,,,,1,1977
369290,2008,,,,1,1977
369290,2009,1702,1,1,1,1977
369326,2001,,,,1,1980
369326,2002,,,,1,1980
369326,2003,,,,1,1980
369326,2004,,,,1,1980
369326,2005,,,,1,1980
369326,2006,267,,2,1,1980
369326,2007,,,,1,1980
369326,2008,,,,1,1980
369326,2009,,,,1,1980
369349,2001,,,,1,1982
369349,2002,275,,2,1,1982
369349,2003,,,,1,1982
369349,2004,73,,4,1,1982
369349,2005,32,,7,1,1982
369349,2006,49,,5,1,1982
369349,2007,1619,1,1,1,1982
369349,2008,,,,1,1982
369349,2009,269,,2,1,1982
369353,2001,8,,17,1,1982
369353,2002,,,,1,1982
369353,2003,,,,1,1982
369353,2004,,,,1,1982
369353,2005,293,1,1,1,1982
369353,2006,,,,1,1982
369353,2007,206,4,2,1,1982
369353,2008,9,11,,1,1982
369353,2009,,,,1,1982
369354,2001,14,5,12,1,1982
369354,2002,,,,1,1982
369354,2003,,,,1,1982
369354,2004,,,,1,1982
369354,2005,,,,1,1982
369354,2006,1510,1,1,1,1982
369354,2007,,,,1,1982
369354,2008,65,,,1,1982
369354,2009,,,,1,1982
369355,2001,,,,1,1982
369355,2002,,,,1,1982
369355,2003,,,,1,1982
369355,2004,,,,1,1982
369355,2005,1787,,1,1,1982
369355,2006,,,,1,1982
369355,2007,,,,1,1982
369355,2008,4,5,,1,1982
369355,2009,,,,1,1982
369398,2001,,,,0,1986
369398,2002,,,,0,1986
369398,2003,118,,3,0,1986
369398,2004,13,,13,0,1986
369398,2005,336,3,1,0,1986
369398,2006,,,,0,1986
369398,2007,,,,0,1986
369398,2008,140,1,,0,1986
369398,2009,1678,2,1,0,1986
369447,2001,,,,1,1991
369447,2002,234,,2,1,1991
369447,2003,,,,1,1991
369447,2004,,,,1,1991
369447,2005,,,,1,1991
369447,2006,,,,1,1991
369447,2007,,,,1,1991
369447,2008,,,,1,1991
369447,2009,,,,1,1991
369851,2001,,,,1,1985
369851,2002,,,,1,1985
369851,2003,,,,1,1985
369851,2004,,,,1,1985
369851,2005,,,,1,1985
369851,2006,79,3,4,1,1985
369851,2007,,,,1,1985
369851,2008,,,,1,1985
369851,2009,,,,1,1985
370393,2001,1353,1,1,1,1975
370393,2002,,,,1,1975
370393,2003,,,,1,1975
370393,2004,,,,1,1975
370393,2005,,,,1,1975
370393,2006,,,,1,1975
370393,2007,,,,1,1975
370393,2008,27,,,1,1975
370393,2009,,,,1,1975
370493,2001,14,4,12,1,1982
370493,2002,,,,1,1982
370493,2003,,,,1,1982
370493,2004,,,,1,1982
370493,2005,,,,1,1982
370493,2006,,,,1,1982
370493,2007,,,,1,1982
370493,2008,1956,,,1,1982
370493,2009,,,,1,1982
370519,2001,93,,3,1,1984
370519,2002,,,,1,1984
370519,2003,,,,1,1984
370519,2004,,,,1,1984
370519,2005,,,,1,1984
370519,2006,,,,1,1984
370519,2007,,,,1,1984
370519,2008,,,,1,1984
370519,2009,,,,1,1984
370788,2001,,,,1,1989
370788,2002,,,,1,1989
370788,2003,,,,1,1989
370788,2004,,,,1,1989
370788,2005,,,,1,1989
370788,2006,,,,1,1989
370788,2007,,,,1,1989
370788,2008,4,5,,1,1989
370788,2009,,,,1,1989
370990,2001,,,,0,1964
370990,2002,,,,0,1964
370990,2003,,,,0,1964
370990,2004,,,,0,1964
370990,2005,,,,0,1964
370990,2006,,,,0,1964
370990,2007,724,1,1,0,1964
370990,2008,,,,0,1964
370990,2009,,,,0,1964
371110,2001,,,,1,1981
371110,2002,,,,1,1981
371110,2003,793,,1,1,1981
371110,2004,,,,1,1981
371110,2005,,,,1,1981
371110,2006,,,,1,1981
371110,2007,135,1,3,1,1981
371110,2008,,,,1,1981
371110,2009,,,,1,1981
371122,2001,16,,12,1,1983
371122,2002,243,,2,1,1983
371122,2003,,,,1,1983
371122,2004,,,,1,1983
371122,2005,1789,,1,1,1983
371122,2006,,,,1,1983
371122,2007,,,,1,1983
371122,2008,,,,1,1983
371122,2009,,,,1,1983
371132,2001,,,,1,1985
371132,2002,,,,1,1985
371132,2003,3,2,33,1,1985
371132,2004,780,1,1,1,1985
371132,2005,250,1,2,1,1985
371132,2006,8,4,31,1,1985
371132,2007,538,,1,1,1985
371132,2008,119,2,,1,1985
371132,2009,,,,1,1985
371152,2001,,,,1,1988
371152,2002,,,,1,1988
371152,2003,,,,1,1988
371152,2004,,,,1,1988
371152,2005,46,,5,1,1988
371152,2006,,,,1,1988
371152,2007,,,,1,1988
371152,2008,,,,1,1988
371152,2009,,,,1,1988
371160,2001,,,,0,1991
371160,2002,,,,0,1991
371160,2003,,,,0,1991
371160,2004,,,,0,1991
371160,2005,233,,2,0,1991
371160,2006,1548,,1,0,1991
371160,2007,817,1,1,0,1991
371160,2008,1800,,,0,1991
371160,2009,7,4,49,0,1991
371463,2001,972,2,1,1,1970
371463,2002,452,2,1,1,1970
371463,2003,1750,1,1,1,1970
371463,2004,796,2,1,1,1970
371463,2005,,,,1,1970
371463,2006,1404,2,1,1,1970
371463,2007,,,,1,1970
371463,2008,369,,,1,1970
371463,2009,225,,2,1,1970
371527,2001,39,,6,1,1983
371527,2002,481,2,1,1,1983
371527,2003,,,,1,1983
371527,2004,,,,1,1983
371527,2005,68,2,4,1,1983
371527,2006,18,,13,1,1983
371527,2007,49,,6,1,1983
371527,2008,211,,,1,1983
371527,2009,279,,2,1,1983
371539,2001,,,,0,1985
371539,2002,,,,0,1985
371539,2003,125,,3,0,1985
371539,2004,1953,,1,0,1985
371539,2005,,,,0,1985
371539,2006,,,,0,1985
371539,2007,988,4,1,0,1985
371539,2008,1883,1,,0,1985
371539,2009,1107,,1,0,1985
371545,2001,,,,1,1987
371545,2002,,,,1,1987
371545,2003,,,,1,1987
371545,2004,,,,1,1987
371545,2005,26,,9,1,1987
371545,2006,89,1,4,1,1987
371545,2007,,,,1,1987
371545,2008,2040,1,,1,1987
371545,2009,,,,1,1987
371821,2001,94,,3,1,1976
371821,2002,98,5,3,1,1976
371821,2003,1448,2,1,1,1976
371821,2004,1929,,1,1,1976
371821,2005,973,,1,1,1976
371821,2006,,,,1,1976
371821,2007,72,1,4,1,1976
371821,2008,345,,,1,1976
371821,2009,563,2,1,1,1976
371901,2001,618,,1,0,1985
371901,2002,147,,2,0,1985
371901,2003,2,,45,0,1985
371901,2004,747,4,1,0,1985
371901,2005,1,14,60,0,1985
371901,2006,254,7,2,0,1985
371901,2007,706,3,1,0,1985
371901,2008,,,,0,1985
371901,2009,2099,8,1,0,1985
371920,2001,,,,0,1986
371920,2002,,,,0,1986
371920,2003,871,1,1,0,1986
371920,2004,,,,0,1986
371920,2005,,,,0,1986
371920,2006,486,1,1,0,1986
371920,2007,484,,1,0,1986
371920,2008,350,2,,0,1986
371920,2009,,,,0,1986
372133,2001,755,1,1,1,1975
372133,2002,604,,1,1,1975
372133,2003,658,2,1,1,1975
372133,2004,,,,1,1975
372133,2005,463,4,1,1,1975
372133,2006,872,4,1,1,1975
372133,2007,1751,9,1,1,1975
372133,2008,96,5,,1,1975
372133,2009,801,2,1,1,1975
372282,2001,,,,0,1990
372282,2002,,,,0,1990
372282,2003,,,,0,1990
372282,2004,,,,0,1990
372282,2005,1055,1,1,0,1990
372282,2006,,,,0,1990
372282,2007,,,,0,1990
372282,2008,143,12,,0,1990
372282,2009,9,12,35,0,1990
372586,2001,453,11,1,0,1964
372586,2002,961,20,1,0,1964
372586,2003,221,13,2,0,1964
372586,2004,351,2,1,0,1964
372586,2005,539,11,1,0,1964
372586,2006,339,15,1,0,1964
372586,2007,,,,0,1964
372586,2008,,,,0,1964
372586,2009,,,,0,1964
374378,2001,,,,1,1973
374378,2002,1050,1,1,1,1973
374378,2003,1259,4,1,1,1973
374378,2004,,,,1,1973
374378,2005,,,,1,1973
374378,2006,,,,1,1973
374378,2007,,,,1,1973
374378,2008,,,,1,1973
374378,2009,,,,1,1973
374496,2001,,,,0,1954
374496,2002,,,,0,1954
374496,2003,,,,0,1954
374496,2004,,,,0,1954
374496,2005,,,,0,1954
374496,2006,2233,,1,0,1954
374496,2007,,,,0,1954
374496,2008,,,,0,1954
374496,2009,553,,1,0,1954
375118,2001,1241,4,1,0,1956
375118,2002,53,6,4,0,1956
375118,2003,,,,0,1956
375118,2004,1247,6,1,0,1956
375118,2005,,,,0,1956
375118,2006,1147,1,1,0,1956
375118,2007,2178,4,1,0,1956
375118,2008,,,,0,1956
375118,2009,1397,1,1,0,1956
375152,2001,21,,8,1,1985
375152,2002,29,,6,1,1985
375152,2003,1167,,1,1,1985
375152,2004,,,,1,1985
375152,2005,2,,58,1,1985
375152,2006,,,,1,1985
375152,2007,,,,1,1985
375152,2008,,,,1,1985
375152,2009,,,,1,1985
375470,2001,,,,0,1981
375470,2002,,,,0,1981
375470,2003,73,,5,0,1981
375470,2004,,,,0,1981
375470,2005,,,,0,1981
375470,2006,,,,0,1981
375470,2007,,,,0,1981
375470,2008,,,,0,1981
375470,2009,,,,0,1981
375721,2001,,,,1,1989
375721,2002,,,,1,1989
375721,2003,,,,1,1989
375721,2004,,,,1,1989
375721,2005,,,,1,1989
375721,2006,,,,1,1989
375721,2007,2242,8,1,1,1989
375721,2008,710,6,,1,1989
375721,2009,14,9,23,1,1989
375743,2001,,,,1,1982
375743,2002,196,3,2,1,1982
375743,2003,1137,2,1,1,1982
375743,2004,,,,1,1982
375743,2005,576,1,1,1,1982
375743,2006,,,,1,1982
375743,2007,,,,1,1982
375743,2008,,,,1,1982
375743,2009,15,2,19,1,1982
376094,2001,530,3,1,1,1965
376094,2002,,,,1,1965
376094,2003,,,,1,1965
376094,2004,625,1,1,1,1965
376094,2005,1443,2,1,1,1965
376094,2006,908,1,1,1,1965
376094,2007,,,,1,1965
376094,2008,,,,1,1965
376094,2009,1174,1,1,1,1965
376265,2001,,,,1,1987
376265,2002,,,,1,1987
376265,2003,44,3,6,1,1987
376265,2004,250,2,2,1,1987
376265,2005,26,16,9,1,1987
376265,2006,1004,3,1,1,1987
376265,2007,58,6,5,1,1987
376265,2008,25,4,,1,1987
376265,2009,1896,2,1,1,1987
376392,2001,214,8,2,0,1979
376392,2002,287,,1,0,1979
376392,2003,174,,2,0,1979
376392,2004,,,,0,1979
376392,2005,1501,1,1,0,1979
376392,2006,,,,0,1979
376392,2007,1808,,1,0,1979
376392,2008,,,,0,1979
376392,2009,,,,0,1979
376661,2001,,,,1,1976
376661,2002,264,2,2,1,1976
376661,2003,,,,1,1976
376661,2004,,,,1,1976
376661,2005,,,,1,1976
376661,2006,,,,1,1976
376661,2007,,,,1,1976
376661,2008,,,,1,1976
376661,2009,,,,1,1976
376698,2001,,,,1,1988
376698,2002,,,,1,1988
376698,2003,,,,1,1988
376698,2004,,,,1,1988
376698,2005,,,,1,1988
376698,2006,22,1,11,1,1988
376698,2007,2186,9,1,1,1988
376698,2008,,,,1,1988
376698,2009,,,,1,1988
376716,2001,,,,1,1980
376716,2002,,,,1,1980
376716,2003,226,6,2,1,1980
376716,2004,35,7,7,1,1980
376716,2005,558,2,1,1,1980
376716,2006,1146,1,1,1,1980
376716,2007,,,,1,1980
376716,2008,1640,,,1,1980
376716,2009,,,,1,1980
376733,2001,412,9,1,1,1972
376733,2002,,,,1,1972
376733,2003,901,1,1,1,1972
376733,2004,1249,6,1,1,1972
376733,2005,1607,3,1,1,1972
376733,2006,,,,1,1972
376733,2007,54,2,5,1,1972
376733,2008,340,4,,1,1972
376733,2009,265,1,2,1,1972
376864,2001,,,,0,1991
376864,2002,,,,0,1991
376864,2003,,,,0,1991
376864,2004,,,,0,1991
376864,2005,,,,0,1991
376864,2006,2,1,53,0,1991
376864,2007,,,,0,1991
376864,2008,,,,0,1991
376864,2009,,,,0,1991
377044,2001,,,,1,1980
377044,2002,,,,1,1980
377044,2003,,,,1,1980
377044,2004,25,,9,1,1980
377044,2005,,,,1,1980
377044,2006,,,,1,1980
377044,2007,,,,1,1980
377044,2008,,,,1,1980
377044,2009,,,,1,1980
377049,2001,11,5,15,1,1982
377049,2002,,,,1,1982
377049,2003,1250,,1,1,1982
377049,2004,,,,1,1982
377049,2005,1873,,1,1,1982
377049,2006,1916,,1,1,1982
377049,2007,53,2,5,1,1982
377049,2008,610,2,,1,1982
377049,2009,4,,65,1,1982
377059,2001,,,,1,1987
377059,2002,,,,1,1987
377059,2003,,,,1,1987
377059,2004,,,,1,1987
377059,2005,,,,1,1987
377059,2006,782,3,1,1,1987
377059,2007,5,3,35,1,1987
377059,2008,275,2,,1,1987
377059,2009,46,6,5,1,1987
377086,2001,,,,1,1970
377086,2002,,,,1,1970
377086,2003,,,,1,1970
377086,2004,,,,1,1970
377086,2005,,,,1,1970
377086,2006,,,,1,1970
377086,2007,1379,1,1,1,1970
377086,2008,,,,1,1970
377086,2009,,,,1,1970
377164,2001,,,,1,1979
377164,2002,,,,1,1979
377164,2003,,,,1,1979
377164,2004,,,,1,1979
377164,2005,,,,1,1979
377164,2006,32,5,7,1,1979
377164,2007,,,,1,1979
377164,2008,,,,1,1979
377164,2009,,,,1,1979
377242,2001,,,,1,1978
377242,2002,,,,1,1978
377242,2003,,,,1,1978
377242,2004,,,,1,1978
377242,2005,,,,1,1978
377242,2006,,,,1,1978
377242,2007,1387,,1,1,1978
377242,2008,1076,,,1,1978
377242,2009,,,,1,1978
377249,2001,,,,1,1980
377249,2002,,,,1,1980
377249,2003,,,,1,1980
377249,2004,871,1,1,1,1980
377249,2005,74,5,4,1,1980
377249,2006,32,7,7,1,1980
377249,2007,4,7,38,1,1980
377249,2008,7,9,,1,1980
377249,2009,1914,1,1,1,1980
377264,2001,,,,1,1987
377264,2002,,,,1,1987
377264,2003,,,,1,1987
377264,2004,,,,1,1987
377264,2005,971,1,1,1,1987
377264,2006,76,1,4,1,1987
377264,2007,,,,1,1987
377264,2008,22,2,,1,1987
377264,2009,1076,,1,1,1987
377282,2001,,,,1,1987
377282,2002,,,,1,1987
377282,2003,,,,1,1987
377282,2004,,,,1,1987
377282,2005,,,,1,1987
377282,2006,,,,1,1987
377282,2007,,,,1,1987
377282,2008,2147,,,1,1987
377282,2009,,,,1,1987
377283,2001,,,,0,1988
377283,2002,201,,2,0,1988
377283,2003,,,,0,1988
377283,2004,,,,0,1988
377283,2005,,,,0,1988
377283,2006,,,,0,1988
377283,2007,,,,0,1988
377283,2008,,,,0,1988
377283,2009,,,,0,1988
377417,2001,,,,1,1977
377417,2002,,,,1,1977
377417,2003,,,,1,1977
377417,2004,519,1,1,1,1977
377417,2005,8,,24,1,1977
377417,2006,,,,1,1977
377417,2007,,,,1,1977
377417,2008,,,,1,1977
377417,2009,,,,1,1977
377466,2001,72,3,4,1,1972
377466,2002,,,,1,1972
377466,2003,,,,1,1972
377466,2004,,,,1,1972
377466,2005,,,,1,1972
377466,2006,,,,1,1972
377466,2007,,,,1,1972
377466,2008,,,,1,1972
377466,2009,,,,1,1972
377518,2001,61,,4,1,1982
377518,2002,,,,1,1982
377518,2003,,,,1,1982
377518,2004,,,,1,1982
377518,2005,,,,1,1982
377518,2006,,,,1,1982
377518,2007,,,,1,1982
377518,2008,,,,1,1982
377518,2009,,,,1,1982
377519,2001,130,2,2,1,1983
377519,2002,1254,4,1,1,1983
377519,2003,382,4,1,1,1983
377519,2004,,,,1,1983
377519,2005,917,1,1,1,1983
377519,2006,403,1,1,1,1983
377519,2007,1271,1,1,1,1983
377519,2008,913,5,,1,1983
377519,2009,,,,1,1983
377565,2001,,,,1,1983
377565,2002,,,,1,1983
377565,2003,,,,1,1983
377565,2004,,,,1,1983
377565,2005,,,,1,1983
377565,2006,,,,1,1983
377565,2007,246,2,2,1,1983
377565,2008,1641,1,,1,1983
377565,2009,176,,2,1,1983
377573,2001,,,,1,1990
377573,2002,,,,1,1990
377573,2003,,,,1,1990
377573,2004,1604,2,1,1,1990
377573,2005,110,6,3,1,1990
377573,2006,12,6,20,1,1990
377573,2007,4,6,38,1,1990
377573,2008,4,19,,1,1990
377573,2009,,,,1,1990
377656,2001,,,,1,1979
377656,2002,,,,1,1979
377656,2003,519,1,1,1,1979
377656,2004,,,,1,1979
377656,2005,,,,1,1979
377656,2006,,,,1,1979
377656,2007,,,,1,1979
377656,2008,,,,1,1979
377656,2009,,,,1,1979
377740,2001,,,,1,1984
377740,2002,,,,1,1984
377740,2003,,,,1,1984
377740,2004,306,,2,1,1984
377740,2005,,,,1,1984
377740,2006,,,,1,1984
377740,2007,,,,1,1984
377740,2008,1191,2,,1,1984
377740,2009,,,,1,1984
377815,2001,,,,1,1983
377815,2002,,,,1,1983
377815,2003,,,,1,1983
377815,2004,,,,1,1983
377815,2005,1108,1,1,1,1983
377815,2006,259,2,2,1,1983
377815,2007,465,7,1,1,1983
377815,2008,,,,1,1983
377815,2009,2,1,71,1,1983
377915,2001,,,,1,1982
377915,2002,,,,1,1982
377915,2003,,,,1,1982
377915,2004,,,,1,1982
377915,2005,,,,1,1982
377915,2006,,,,1,1982
377915,2007,,,,1,1982
377915,2008,227,,,1,1982
377915,2009,,,,1,1982
377916,2001,,,,1,1983
377916,2002,,,,1,1983
377916,2003,11,3,17,1,1983
377916,2004,1056,2,1,1,1983
377916,2005,,,,1,1983
377916,2006,1293,1,1,1,1983
377916,2007,1801,1,1,1,1983
377916,2008,1308,,,1,1983
377916,2009,,,,1,1983
377972,2001,483,1,1,0,1982
377972,2002,177,3,2,0,1982
377972,2003,209,14,2,0,1982
377972,2004,836,4,1,0,1982
377972,2005,36,7,7,0,1982
377972,2006,,,,0,1982
377972,2007,47,4,6,0,1982
377972,2008,1513,,,0,1982
377972,2009,11,,25,0,1982
378169,2001,,,,1,1979
378169,2002,,,,1,1979
378169,2003,,,,1,1979
378169,2004,14,8,12,1,1979
378169,2005,,,,1,1979
378169,2006,1711,1,1,1,1979
378169,2007,2226,1,1,1,1979
378169,2008,325,2,,1,1979
378169,2009,,,,1,1979
378356,2001,,,,1,1987
378356,2002,,,,1,1987
378356,2003,24,,10,1,1987
378356,2004,,,,1,1987
378356,2005,870,2,1,1,1987
378356,2006,107,1,3,1,1987
378356,2007,32,,9,1,1987
378356,2008,773,1,,1,1987
378356,2009,1051,2,1,1,1987
378402,2001,120,,3,1,1978
378402,2002,322,2,1,1,1978
378402,2003,1402,2,1,1,1978
378402,2004,14,4,12,1,1978
378402,2005,1976,,1,1,1978
378402,2006,959,,1,1,1978
378402,2007,1473,,1,1,1978
378402,2008,175,,,1,1978
378402,2009,816,1,1,1,1978
378600,2001,,,,0,1988
378600,2002,,,,0,1988
378600,2003,,,,0,1988
378600,2004,,,,0,1988
378600,2005,59,12,5,0,1988
378600,2006,,,,0,1988
378600,2007,,,,0,1988
378600,2008,,,,0,1988
378600,2009,,,,0,1988
378822,2001,,,,1,1983
378822,2002,2,,29,1,1983
378822,2003,1608,,1,1,1983
378822,2004,303,,2,1,1983
378822,2005,,,,1,1983
378822,2006,107,,3,1,1983
378822,2007,,,,1,1983
378822,2008,,,,1,1983
378822,2009,,,,1,1983
378873,2001,30,43,6,0,1981
378873,2002,7,86,19,0,1981
378873,2003,476,1,1,0,1981
378873,2004,,,,0,1981
378873,2005,,,,0,1981
378873,2006,,,,0,1981
378873,2007,,,,0,1981
378873,2008,696,5,,0,1981
378873,2009,,,,0,1981
379015,2001,,,,1,1988
379015,2002,,,,1,1988
379015,2003,,,,1,1988
379015,2004,212,2,2,1,1988
379015,2005,,,,1,1988
379015,2006,,,,1,1988
379015,2007,56,5,5,1,1988
379015,2008,,,,1,1988
379015,2009,,,,1,1988
379192,2001,,,,0,1983
379192,2002,,,,0,1983
379192,2003,,,,0,1983
379192,2004,428,2,1,0,1983
379192,2005,,,,0,1983
379192,2006,75,3,4,0,1983
379192,2007,,,,0,1983
379192,2008,2169,,,0,1983
379192,2009,,,,0,1983
379230,2001,,,,1,1986
379230,2002,,,,1,1986
379230,2003,,,,1,1986
379230,2004,1843,1,1,1,1986
379230,2005,275,4,2,1,1986
379230,2006,1658,1,1,1,1986
379230,2007,1140,,1,1,1986
379230,2008,,,,1,1986
379230,2009,,,,1,1986
379232,2001,,,,1,1989
379232,2002,,,,1,1989
379232,2003,,,,1,1989
379232,2004,,,,1,1989
379232,2005,84,3,3,1,1989
379232,2006,6,3,33,1,1989
379232,2007,119,2,3,1,1989
379232,2008,260,1,,1,1989
379232,2009,,,,1,1989
379235,2001,,,,1,1990
379235,2002,,,,1,1990
379235,2003,,,,1,1990
379235,2004,,,,1,1990
379235,2005,,,,1,1990
379235,2006,,,,1,1990
379235,2007,,,,1,1990
379235,2008,5,,,1,1990
379235,2009,1,4,120,1,1990
379239,2001,,,,1,1993
379239,2002,,,,1,1993
379239,2003,,,,1,1993
379239,2004,,,,1,1993
379239,2005,1321,1,1,1,1993
379239,2006,92,4,4,1,1993
379239,2007,1419,1,1,1,1993
379239,2008,205,10,,1,1993
379239,2009,12,,24,1,1993
379268,2001,1482,,1,1,1977
379268,2002,241,,2,1,1977
379268,2003,273,,2,1,1977
379268,2004,344,,1,1,1977
379268,2005,450,1,1,1,1977
379268,2006,717,2,1,1,1977
379268,2007,24,2,11,1,1977
379268,2008,,,,1,1977
379268,2009,108,1,3,1,1977
379279,2001,,,,1,1993
379279,2002,,,,1,1993
379279,2003,,,,1,1993
379279,2004,,,,1,1993
379279,2005,424,2,1,1,1993
379279,2006,694,,1,1,1993
379279,2007,906,3,1,1,1993
379279,2008,1393,1,,1,1993
379279,2009,12,4,24,1,1993
379291,2001,1215,1,1,1,1966
379291,2002,,,,1,1966
379291,2003,,,,1,1966
379291,2004,2094,1,1,1,1966
379291,2005,,,,1,1966
379291,2006,,,,1,1966
379291,2007,,,,1,1966
379291,2008,,,,1,1966
379291,2009,,,,1,1966
379316,2001,834,4,1,1,1981
379316,2002,241,,2,1,1981
379316,2003,1018,,1,1,1981
379316,2004,2013,,1,1,1981
379316,2005,536,,1,1,1981
379316,2006,31,12,8,1,1981
379316,2007,578,,1,1,1981
379316,2008,,,,1,1981
