SPECIMEN;SERVPOL;SAISIE;masse_coca;masse_hero;masse_divers;Type;EMBALLAGE;masse_ech;masse_specimen;DESCRIPTION;PURETE;STUP;COUPAGE;CLASSE;1.4_dmt;acide.4-aminobenzoique;acide.abietique;acide.acetylsalicylique;acide.ascorbique;acide.citrique;acide.isopimarique;acide.palmitique;acide.salicylique;acide.stearique;acides.gras;benzocaine;bicarbonate.sodium;butylbromure.scopolamine;cafeine;chlorprothixene;creatine;creatinine;dextromethorphane;diazepam;diethylphtalate;diltiazem;escitalopram;fluoxetine;fructose;glucose;glutamine;glycerol;griseofulvine;hydroxyzine;ibuprofen;inositol;ketamine;lactose;levamisol;lidocaine;mannitol;melatonine;methandrostenolone;metoprolol;nicotinamide;paracetamol;phenacetine;phenobarbital;piracetam;procaine;sorbitol;sucres;sucrose;tetracaine;tramadol;vanilline
305_07.13_2_4;01;305_07.13;614.6;NA;NA;cocaine;cylindre;8.1;8.2;4_eme_cylindre_contenant_de_la_poudre_blanche._echantillonne_par_l'id_parmi_les_23_susmentionnes;62;cocaine;phenacetine;C02001564000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
305_07.13_2_5;01;305_07.13;614.6;NA;NA;cocaine;cylindre;9;9.06;5_eme_cylindre_contenant_de_la_poudre_blanche._echantillonne_par_l'id_parmi_les_23_susmentionnes;58.8;cocaine;phenacetine;C02001564000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
305_07.13_3_;01;305_07.13;614.6;NA;NA;cocaine;cylindre;8.9;9.06;1_cylindre__avec_marque_verte_et_rouge._contenant_de_la_poudre_blanche._expulse_par_egwu_oti;59.8;cocaine;phenacetine;C02001564000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
305_07.13_4_;01;305_07.13;614.6;NA;NA;cocaine;cylindre;3.2;3.31;1_cylindre__sans_marque_._contenant_de_la_poudre_blanche._expulse_par_hamid;36.1;cocaine;mannitol lactose sucrose;C02001613000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
305_07.13_5_1;01;305_07.13;614.6;NA;NA;cocaine;boulette;0.4;0.64;1_ere_boulette_contenant_de_la_poudre_blanche._echantillonnee_par_l'id_parmi_les_7_susmentionnees;36.9;cocaine;mannitol lactose sucrose;C02001613000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
305_07.13_5_2;01;305_07.13;614.6;NA;NA;cocaine;boulette;0.3;0.86;2_eme_boulette_contenant_de_la_poudre_blanche._echantillonnee_par_l'id_parmi_les_7_susmentionnees;35;cocaine;mannitol lactose sucrose;C02001613000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
305_07.13_5_3;01;305_07.13;614.6;NA;NA;cocaine;boulette;0.6;1.14;3_eme_boulette_contenant_de_la_poudre_blanche._echantillonnee_par_l'id_parmi_les_7_susmentionnees;36.6;cocaine;mannitol lactose sucrose;C02001613000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
306_07.13_1_1;01;306_07.13;335.3;NA;NA;cocaine;cylindre;9.84;9.84;1_er_cylindre_contenant_de_la_poudre_blanche._echantillonne_par_l'id_parmi_les_4_cylindres_susmentionnes_;32.8;cocaine;phenacetine lidocaine levamisol;C02001610000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
306_07.13_1_2;01;306_07.13;335.3;NA;NA;cocaine;cylindre;9.98;9.98;2_eme_cylindre_contenant_de_la_poudre_blanche._echantillonne_par_l'id_parmi_les_4_cylindres_susmentionnes_;33;cocaine;phenacetine lidocaine levamisol;C02001610000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
306_07.13_2_1;01;306_07.13;335.3;NA;NA;cocaine;cylindre;10.01;10.01;1_er_cylindre_(bleu)_contenant_de_la_poudre_blanche._echantillonne_par_l'id_parmi_les_3_cylindres_susmentionnes_;67.9;cocaine;phenacetine lidocaine levamisol lactose;C02001610000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
306_07.13_2_2;01;306_07.13;335.3;NA;NA;cocaine;cylindre;9.92;9.92;2_eme_cylindre_(jaune)_contenant_de_la_poudre_blanche._echantillonne_par_l'id_parmi_les_3_cylindres_susmentionnes_;33.7;cocaine;phenacetine lidocaine levamisol lactose;C02001610000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
306_07.13_3_1;01;306_07.13;335.3;NA;NA;cocaine;cylindre;9.77;9.77;1_er_cylindre_(jaune)_contenant_de_la_poudre_blanche._echantillonne_par_l'id_parmi_les_9_cylindres_susmentionnes_;33.8;cocaine;phenacetine lidocaine levamisol lactose;C02001610000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
306_07.13_3_2;01;306_07.13;335.3;NA;NA;cocaine;cylindre;9.92;9.92;2_eme_cylindre_(jaune)_contenant_de_la_poudre_blanche._echantillonne_par_l'id_parmi_les_9_cylindres_susmentionnes_;40.5;cocaine;phenacetine lidocaine levamisol lactose;C02001610000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
306_07.13_3_3;01;306_07.13;335.3;NA;NA;cocaine;cylindre;9.98;9.98;3_eme_cylindre_(bleu)_contenant_de_la_poudre_blanche._echantillonne_par_l'id_parmi_les_9_cylindres_susmentionnes_;68.3;cocaine;phenacetine lidocaine levamisol lactose;C02001610000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
306_07.13_3_4;01;306_07.13;335.3;NA;NA;cocaine;cylindre;9.99;9.99;4_eme_cylindre_(bleu)_contenant_de_la_poudre_blanche._echantillonne_par_l'id_parmi_les_9_cylindres_susmentionnes_;70;cocaine;phenacetine lidocaine levamisol lactose;C02001610000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
306_07.13_3_5;01;306_07.13;335.3;NA;NA;cocaine;cylindre;10.07;10.07;5_eme_cylindre_(bleu)_contenant_de_la_poudre_blanche._echantillonne_par_l'id_parmi_les_9_cylindres_susmentionnes_;69.9;cocaine;phenacetine lidocaine levamisol lactose;C02001610000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
306_07.13_4_1;01;306_07.13;335.3;NA;NA;cocaine;cylindre;10.01;10.01;1_er_cylindre_contenant_de_la_poudre_blanche._echantillonne_par_l'id_parmi_les_3_cylindres_susmentionnes_;70;cocaine;phenacetine lidocaine levamisol lactose;C02001610000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
306_07.13_4_2;01;306_07.13;335.3;NA;NA;cocaine;cylindre;10.01;10.01;2_eme_cylindre_contenant_de_la_poudre_blanche._echantillonne_par_l'id_parmi_les_3_cylindres_susmentionnes_;71;cocaine;phenacetine lidocaine levamisol lactose;C02001610000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
306_07.13_5_1;01;306_07.13;335.3;NA;NA;cocaine;cylindre;9.98;9.98;1_er_cylindre_contenant_de_la_poudre_blanche._echantillonne_par_l'id_parmi_les_11_cylindres_susmentionnes_;70.6;cocaine;phenacetine lidocaine levamisol lactose;C02001610000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
306_07.13_5_2;01;306_07.13;335.3;NA;NA;cocaine;cylindre;9.99;9.99;2_eme_cylindre_contenant_de_la_poudre_blanche._echantillonne_par_l'id_parmi_les_11_cylindres_susmentionnes_;69.9;cocaine;phenacetine lidocaine levamisol lactose;C02001610000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
306_07.13_5_3;01;306_07.13;335.3;NA;NA;cocaine;cylindre;10.07;10.07;3_eme_cylindre_contenant_de_la_poudre_blanche._echantillonne_par_l'id_parmi_les_11_cylindres_susmentionnes_;69.2;cocaine;phenacetine lidocaine levamisol lactose;C02001610000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
306_07.13_6_1;01;306_07.13;335.3;NA;NA;cocaine;cylindre;5.13;5.13;1_er_cylindre_contenant_de_la_poudre_blanche._parmi_les_2_cylindres_susmentionnes_;22.5;cocaine;phenacetine lidocaine mannitol levamisol lactose;C02001599000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
306_07.13_6_2;01;306_07.13;335.3;NA;NA;cocaine;cylindre;4.97;4.97;2_eme_cylindre_contenant_de_la_poudre_blanche._parmi_les_2_cylindres_susmentionnes_;23.4;cocaine;phenacetine lidocaine mannitol levamisol lactose;C02001599000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
306_07.13_7_;01;306_07.13;335.3;NA;NA;cocaine;cylindre;4.1;35.18;1_oeuf_contenant_de_la_poudre_blanche;23.1;cocaine;phenacetine lidocaine mannitol levamisol lactose;C02001599000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
307_07.13_1_1;01;307_07.13;NA;20.8;NA;heroine;minigrip;3.2;NA;1_er_sachet_minigrip_contenant_de_la_poudre_brune._echantillonne_par_l'ips_parmi_les_deux_sachets_susmentionnes;13.3;heroine;paracetamol cafeine griseofulvine;H02000383000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
307_07.13_1_2;01;307_07.13;NA;20.8;NA;heroine;pacson;0.1;NA;1_pacson__contenant_de_la_poudre_brune;16.2;heroine;paracetamol cafeine griseofulvine;H02000383000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
307_07.13_2_1;01;307_07.13;NA;20.8;NA;heroine;minigrip;4.4;NA;1_er_sachet_minigrip_contenant_de_la_poudre_brune._echantillonne_par_l'ips_parmi_les_3_sachets_susmentionnes;11.2;heroine;paracetamol cafeine griseofulvine;H02000383000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
307_07.13_2_2;01;307_07.13;NA;20.8;NA;heroine;minigrip;4.4;NA;2_eme_sachet_minigrip_contenant_de_la_poudre_brune._echantillonne_par_l'ips_parmi_les_3_sachets_susmentionnes;10.7;heroine;paracetamol cafeine griseofulvine;H02000383000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
308_07.13_1_;05;308_07.13;330.4;NA;NA;cocaine;NA;1.55;NA;poudre_blanche;39.5;cocaine;phenacetine cafeine mannitol levamisol lactose;C02001600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
308_07.13_2_;05;308_07.13;330.4;NA;NA;cocaine;NA;1.44;NA;poudre_blanche;32;cocaine;phenacetine cafeine mannitol levamisol lactose;C02001600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
309_07.13_1_;05;309_07.13;566.6;NA;NA;cocaine;NA;1.09;9.91;poudre_blanche;26.4;cocaine;phenacetine cafeine mannitol tetracaine;C02001601000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
309_07.13_2_;05;309_07.13;566.6;NA;NA;cocaine;NA;1.06;9.93;poudre_blanche;26.3;cocaine;phenacetine cafeine mannitol tetracaine;C02001601000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
309_07.13_3_;05;309_07.13;566.6;NA;NA;cocaine;NA;1.07;9.02;poudre_blanche;34.2;cocaine;phenacetine cafeine mannitol levamisol tetracaine;C02001597000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
309_07.13_4_;05;309_07.13;566.6;NA;NA;cocaine;NA;1.07;9.95;poudre_blanche;13.6;cocaine;phenacetine cafeine mannitol levamisol tetracaine;C02001602000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
309_07.13_5_;05;309_07.13;566.6;NA;NA;cocaine;NA;1.02;9.03;poudre_blanche;33.8;cocaine;phenacetine cafeine mannitol levamisol tetracaine;C02001597000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
310_07.13_1_;03;310_07.13;10.06;48.8;NA;plusieurs;boulette;1.01;10.03;poudre_blanche;NA;aucun;phenacetine glutamine paracetamol lidocaine cafeine mannitol;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
310_07.13_2_;03;310_07.13;10.06;48.8;NA;plusieurs;minigrip;1;15;poudre_brune;7.6;heroine;paracetamol cafeine;H02000376000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
310_07.13_3_;03;310_07.13;10.06;48.8;NA;plusieurs;minigrip;0.99;15;poudre_brune;6.9;heroine;paracetamol cafeine;H02000376000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
310_07.13_4_;03;310_07.13;10.06;48.8;NA;plusieurs;minigrip;0.99;18.8;poudre_brune;7.6;heroine;paracetamol cafeine;H02000376000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
311_07.13_1_;08;311_07.13;78.9;NA;NA;cocaine;sachet_plastique;78.9;78.9;sachet_plastique_transparent_contenant_de_la_poudre_blanche;45.6;cocaine;phenacetine paracetamol levamisol procaine hydroxyzine sucres mannitol sucrose;C02001535000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0
312_07.13_1_1;08;312_07.13;170;NA;NA;cocaine;cylindre;9.69;NA;1_cylindre_rose._echantillonne_par_l'esc_parmi_les_6_cylindres_susmentionnes;26.8;cocaine;phenacetine lidocaine cafeine mannitol levamisol inositol procaine lactose;C02001663000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
312_07.13_2_1;08;312_07.13;170;NA;NA;cocaine;cylindre;9.76;NA;1_cylindre_rose._echantillonne_par_l'esc_parmi_les_6_cylindres_susmentionnes;26.3;cocaine;phenacetine lidocaine cafeine mannitol levamisol inositol procaine lactose;C02001663000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
312_07.13_2_2;08;312_07.13;170;NA;NA;cocaine;boulette;0.3;NA;1_boulette_cachee_dans_le_cylindre_blanc._echantillonnee_par_l'esc_a_partir_des_4_boulettes_susmentionnees;25.4;cocaine;phenacetine lidocaine cafeine mannitol levamisol inositol procaine ;C02001663000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
312_07.13_3_1;08;312_07.13;170;NA;NA;cocaine;cylindre;9.88;NA;1_cylindre_rose._echantillonne_par_l'esc_parmi_les_6_cylindres_susmentionnes;28.4;cocaine;phenacetine lidocaine cafeine mannitol levamisol inositol procaine lactose;C02001663000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
312_07.13_4_1;08;312_07.13;170;NA;NA;cocaine;boulette;0.36;0.37;1_boulette._echantillonne_par_l'esc_parmi_les_3_boulettes_susmentionnees;29.5;cocaine;phenacetine lidocaine cafeine mannitol levamisol inositol procaine lactose;C02001663000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
312_07.13_5_1;08;312_07.13;170;NA;NA;cocaine;boulette;0.23;NA;1_boulette._echantillonne_par_l'esc_parmi_les_4_boulettes_susmentionnees;20.9;cocaine;phenacetine lidocaine cafeine mannitol levamisol lactose;C02001671000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
312_07.13_6_1;08;312_07.13;170;NA;NA;cocaine;boulette;0.26;NA;1_boulette._echantillonne_par_l'esc_parmi_les_4_boulettes_susmentionnees;25;cocaine;levamisol lactose;C02001664000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
312_07.13_7_;08;312_07.13;170;NA;NA;cocaine;boulette;0.21;0.23;1_boulettes_avec_emballage_blanc;8.2;cocaine;phenacetine lidocaine cafeine glucose levamisol inositol tetracaine lactose;C02001664000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
314_07.13_1_1;01;314_07.13;741.6;NA;NA;cocaine;cylindre;9.72;NA;1_er_cylindre_echantillonne_par_l'id_parmi_les_14_cylindres_susmentionnes;25.9;cocaine;phenacetine lidocaine cafeine levamisol lactose;C02001649000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
314_07.13_1_2;01;314_07.13;741.6;NA;NA;cocaine;cylindre;9.74;NA;2_eme_cylindre_echantillonne_par_l'id_parmi_les_14_cylindres_susmentionnes;30.3;cocaine;phenacetine lidocaine cafeine levamisol lactose;C02001649000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
314_07.13_1_3;01;314_07.13;741.6;NA;NA;cocaine;cylindre;9.75;NA;3_eme_cylindre_echantillonne_par_l'id_parmi_les_14_cylindres_susmentionnes;26;cocaine;phenacetine lidocaine cafeine levamisol lactose;C02001649000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
314_07.13_1_4;01;314_07.13;741.6;NA;NA;cocaine;cylindre;9.76;NA;4_eme_cylindre_echantillonne_par_l'id_parmi_les_14_cylindres_susmentionnes;25.7;cocaine;phenacetine lidocaine cafeine levamisol lactose;C02001649000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
314_07.13_10_1;01;314_07.13;741.6;NA;NA;cocaine;cylindre;10;NA;1_er_cylindre_echantillonne_par_l'id_parmi_les_11_cylindres_susmentionnes;30.5;cocaine;phenacetine lidocaine cafeine levamisol lactose;C02001635000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
314_07.13_10_2;01;314_07.13;741.6;NA;NA;cocaine;cylindre;10.11;NA;2_eme_cylindre_echantillonne_par_l'id_parmi_les_11_cylindres_susmentionnes;31.2;cocaine;phenacetine lidocaine cafeine levamisol lactose;C02001635000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
314_07.13_10_3;01;314_07.13;741.6;NA;NA;cocaine;cylindre;9.95;NA;3_eme_cylindre_echantillonne_par_l'id_parmi_les_11_cylindres_susmentionnes;32.1;cocaine;phenacetine lidocaine cafeine levamisol lactose;C02001635000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
314_07.13_10_4;01;314_07.13;741.6;NA;NA;cocaine;cylindre;10;NA;4_eme_cylindre_echantillonne_par_l'id_parmi_les_11_cylindres_susmentionnes;32.6;cocaine;phenacetine lidocaine cafeine levamisol lactose;C02001635000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
314_07.13_11_1;01;314_07.13;741.6;NA;NA;cocaine;cylindre;9.82;NA;1_er_cylindre_echantillonne_par_l'id_parmi_les_3_cylindres_susmentionnes;28.2;cocaine;phenacetine lidocaine cafeine levamisol lactose;C02001635000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
314_07.13_11_2;01;314_07.13;741.6;NA;NA;cocaine;cylindre;9.82;NA;2_eme_cylindre_echantillonne_par_l'id_parmi_les_3_cylindres_susmentionnes;32.7;cocaine;phenacetine lidocaine cafeine levamisol lactose;C02001635000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
314_07.13_12_1;01;314_07.13;741.6;NA;NA;cocaine;cylindre;9.01;NA;1_er_cylindre_echantillonne_par_l'id_parmi_les_11_cylindres_susmentionnes;28;cocaine;phenacetine cafeine levamisol lactose hydroxyzine;C02001653000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
314_07.13_12_2;01;314_07.13;741.6;NA;NA;cocaine;cylindre;8.95;NA;2_eme_cylindre_echantillonne_par_l'id_parmi_les_20_cylindres_susmentionnes;24.4;cocaine;phenacetine cafeine levamisol lactose hydroxyzine;C02001653000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
