SPECIMEN;SERVPOL;SAISIE;masse_coca;masse_hero;masse_divers;Type;EMBALLAGE;masse_ech;masse_specimen;DESCRIPTION;PURETE;STUP;COUPAGE;CLASSE;1.4_dmt;acide.4-aminobenzoique;acide.abietique;acide.acetylsalicylique;acide.ascorbique;acide.citrique;acide.isopimarique;acide.palmitique;acide.salicylique;acide.stearique;acides.gras;benzocaine;bicarbonate.sodium;butylbromure.scopolamine;cafeine;chlorprothixene;creatine;creatinine;dextromethorphane;diazepam;diethylphtalate;diltiazem;escitalopram;fluoxetine;fructose;glucose;glutamine;glycerol;griseofulvine;hydroxyzine;ibuprofen;inositol;ketamine;lactose;levamisol;lidocaine;mannitol;melatonine;methandrostenolone;metoprolol;nicotinamide;paracetamol;phenacetine;phenobarbital;piracetam;procaine;sorbitol;sucres;sucrose;tetracaine;tramadol;vanilline
011_01.13_1_;01;011_01.13;NA;NA;NA;NA;minigrip;NA;NA;morceaux_d'une_gelule_de_couleur_bleu/gris/rose;NA;aucun;paracetamol acide.palmitique acide.stearique;NA;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
014_01.13_1_;02;014_01.13;307.19;NA;NA;cocaine;sachet_plastique;4.74;307.19;poudre_blanche;NA;cocaine_traces;phenacetine ibuprofen paracetamol benzocaine cafeine levamisol procaine tetracaine lactose;NA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0
016_01.13_1_;10;016_01.13;NA;NA;NA;NA;tube_denvoi;NA;NA;poudre_blanche;NA;4_mec;lactose;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
016_01.13_4_;10;016_01.13;NA;NA;NA;NA;tube_denvoi;NA;NA;poudre_brune;29.9;heroine;paracetamol cafeine ;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
016_01.13_6_;10;016_01.13;NA;NA;NA;NA;tube_denvoi;NA;NA;poudre_blanche;39.1;cocaine;phenacetine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
016_01.13_7_;10;016_01.13;NA;NA;NA;NA;tube_denvoi;NA;NA;poudre_blanche;42.1;cocaine;phenacetine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
017_01.13_1_;02;017_01.13;NA;113.23;NA;heroine;minigrip;0.73;4.39;poudre_brune_contenue_dans_le_sachet_minigrip_1_(p001_01);9.4;heroine;paracetamol cafeine;H02000353000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
017_01.13_2_;02;017_01.13;NA;113.23;NA;heroine;minigrip;0.76;4.4;poudre_brune_contenue_dans_le_sachet_minigrip_2_(p001_01);9.2;heroine;paracetamol cafeine;H02000353000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
017_01.13_3_;02;017_01.13;NA;113.23;NA;heroine;minigrip;0.71;4.6;poudre_brune_contenue_dans_le_sachet_minigrip_3_(p001_01);9.4;heroine;paracetamol cafeine;H02000353000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
017_01.13_4_;02;017_01.13;NA;113.23;NA;heroine;minigrip;0.79;4.54;poudre_brune_contenue_dans_le_sachet_minigrip_1_(p001_02_01);11.5;heroine;paracetamol cafeine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
017_01.13_5_;02;017_01.13;NA;113.23;NA;heroine;minigrip;0.77;4.57;poudre_brune_contenue_dans_le_sachet_minigrip_2_(p001_02_01);11.4;heroine;paracetamol cafeine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
017_01.13_6_;02;017_01.13;NA;113.23;NA;heroine;minigrip;0.78;4.52;poudre_brune_contenue_dans_le_sachet_minigrip_3_(p001_02_01);11.3;heroine;paracetamol cafeine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
017_01.13_7_;02;017_01.13;NA;113.23;NA;heroine;minigrip;0.74;4.47;poudre_brune_contenue_dans_le_sachet_minigrip_1_(p001_02_02);11.4;heroine;paracetamol cafeine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
017_01.13_8_;02;017_01.13;NA;113.23;NA;heroine;minigrip;0.72;4.6;poudre_brune_contenue_dans_le_sachet_minigrip_2_(p001_02_02);10.9;heroine;paracetamol cafeine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
017_01.13_9_;02;017_01.13;NA;113.23;NA;heroine;minigrip;0.72;4.54;poudre_brune_contenue_dans_le_sachet_minigrip_3_(p001_02_02);11;heroine;paracetamol cafeine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
018_01.13_1_;02;018_01.13;291.29;NA;NA;cocaine;caninette;4.77;291.29;poudre_blanche;24.6;cocaine;phenacetine lidocaine glucose mannitol levamisol;C01001406000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
019_01.13_1_;02;019_01.13;NA;134.12;NA;heroine;minigrip;0.73;4.49;poudre_brune_dans_un_sachet_minigrip_(p001_01);8;heroine;paracetamol cafeine;H02000333000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
019_01.13_2_;02;019_01.13;NA;134.12;NA;heroine;minigrip;0.74;4.52;poudre_brune_dans_un_sachet_minigrip_(p001_02);8.5;heroine;paracetamol cafeine;H02000333000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
019_01.13_3_;02;019_01.13;NA;134.12;NA;heroine;minigrip;0.74;4.39;poudre_brune_dans_un_sachet_minigrip_(p001_03);8;heroine;paracetamol cafeine;H02000333000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
020_01.13_1_1;01;020_01.13;NA;13.2;NA;heroine;minigrip;4.3;4.28;1er_minigrip_echantillonne_par_l'id_parmi_les_3_minigrips_susmentionnes;10.3;heroine;paracetamol cafeine;H01000288000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
020_01.13_1_2;01;020_01.13;NA;13.2;NA;heroine;minigrip;4.4;4.39;2eme_minigrip_echantillonne_par_l'id_parmi_les_3_minigrips_susmentionnes;10.4;heroine;paracetamol cafeine;H01000288000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
021_01.13_1_;02;021_01.13;NA;87.79;NA;heroine;minigrip;0.72;4.52;minigrip_1_contenant_de_la_poudre_brune;2.7;heroine;paracetamol cafeine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
021_01.13_2_;02;021_01.13;NA;87.79;NA;heroine;minigrip;0.78;4.4;minigrip_2_contenant_de_la_poudre_brune;2.9;heroine;paracetamol cafeine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
021_01.13_3_;02;021_01.13;NA;87.79;NA;heroine;minigrip;0.75;4.35;minigrip_3_(perce)_contenant_de_la_poudre_brune;3.1;heroine;paracetamol cafeine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
022_01.13_1_;02;022_01.13;NA;160.59;NA;heroine;minigrip;0.76;4.76;minigrip_(p020_01)_contenant_de_la_poudre_brune;4.4;heroine;paracetamol cafeine glucose griseofulvine;H01000330000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
022_01.13_2_;02;022_01.13;NA;160.59;NA;heroine;minigrip;0.71;4.51;minigrip_(p020_02)_contenant_de_la_poudre_brune;5.5;heroine;paracetamol cafeine glucose griseofulvine;H01000330000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
022_01.13_3_;02;022_01.13;NA;160.59;NA;heroine;minigrip;0.77;4.63;minigrip_(p020_03)_contenant_de_la_poudre_brune;10.6;heroine;paracetamol cafeine glucose griseofulvine;H01000330000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
022_01.13_4_;02;022_01.13;NA;160.59;NA;heroine;minigrip;0.71;4.68;minigrip_(p020_04)_contenant_de_la_poudre_brune;4.7;heroine;paracetamol cafeine glucose griseofulvine;H01000330000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
023_01.13_1_;01;023_01.13;NA;4.6;NA;heroine;sachet_plastique;4.6;5.2;sachet_contenant_de_la_poudre_brune_saisi_en_possesion_d'un_toxicomane;10.7;heroine;paracetamol cafeine;H01000288000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
024_01.13_1_;02;024_01.13;369.03;NA;NA;cocaine;doigt;0.71;10.05;doigt_1_contenant_de_la_poudre_blanche;26.2;cocaine;phenacetine glucose mannitol levamisol lactose;C01001407000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
024_01.13_2_;02;024_01.13;369.03;NA;NA;cocaine;doigt;0.76;9.88;doigt_2_contenant_de_la_poudre_blanche;27.2;cocaine;phenacetine glucose mannitol levamisol lactose;C01001407000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
024_01.13_3_;02;024_01.13;369.03;NA;NA;cocaine;doigt;0.76;10;doigt_3_contenant_de_la_poudre_blanche;25.5;cocaine;phenacetine glucose mannitol levamisol lactose;C01001407000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
025_01.13_1_;01;025_01.13;122.93;NA;NA;cocaine;sachet_plastique;3.15;122.93;poudre_blanche;21.9;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol lactose diltiazem;C01001418000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
026_01.13_1_;02;026_01.13;NA;450.9;NA;heroine;minigrip;0.77;4.46;minigrip_sans_dessin_(p001)_contenant_de_la_poudre_brune;NA;heroine_traces;paracetamol cafeine griseofulvine phenobarbital dextromethorphane diazepam;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
026_01.13_2_;02;026_01.13;NA;450.9;NA;heroine;minigrip;0.78;4.46;minigrip_avec_feuille_de_cannabis_(p001)_contenant_de_la_poudre_brune;3;heroine;paracetamol cafeine ;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
026_01.13_3_;02;026_01.13;NA;450.9;NA;heroine;sachet_plastique;0.78;30.33;sachet_plastique_(p002)_contenant_de_la_poudre_brune;34;heroine;paracetamol cafeine fructose glucose ;H01000336000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
026_01.13_4_;02;026_01.13;NA;450.9;NA;heroine;sachet_caninette;4.22;393.97;sachet_caninette_(p003)_contenant_de_la_poudre_brune;NA;aucun;paracetamol cafeine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
027_01.13_1_;02;027_01.13;1192.16;NA;NA;cocaine;doigt;0.79;9.66;doigt_1_avec_scotch_noir_contenant_de_poudre_blanche;24.2;cocaine;phenacetine lidocaine cafeine levamisol lactose;C01001433000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
027_01.13_2_;02;027_01.13;1192.16;NA;NA;cocaine;doigt;0.75;9.79;doigt_2_avec_scotch_noir_contenant_de_poudre_blanche;21.9;cocaine;phenacetine lidocaine cafeine levamisol lactose;C01001433000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
027_01.13_3_;02;027_01.13;1192.16;NA;NA;cocaine;doigt;0.72;9.78;doigt_3__avec_scotch_noir_contenant_de_poudre_blanche;22.4;cocaine;phenacetine lidocaine cafeine levamisol lactose;C01001433000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
027_01.13_4_;02;027_01.13;1192.16;NA;NA;cocaine;doigt;0.79;9.75;doigt_4_sans_etiquette_contenant_de_poudre_blanche;23.3;cocaine;phenacetine lidocaine cafeine levamisol lactose;C01001433000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
027_01.13_5_;02;027_01.13;1192.16;NA;NA;cocaine;doigt;0.77;9.72;doigt_5_sans_etiquette_contenant_de_poudre_blanche;26;cocaine;phenacetine lidocaine cafeine levamisol lactose;C01001433000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
027_01.13_6_;02;027_01.13;1192.16;NA;NA;cocaine;doigt;0.77;9.88;doigt_6_sans_etiquette_contenant_de_poudre_blanche;24.5;cocaine;phenacetine lidocaine cafeine levamisol lactose;C01001433000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
027_01.13_7_;02;027_01.13;1192.16;NA;NA;cocaine;doigt;0.78;9.8;doigt_7_avec_scotch_rose_contenant_de_poudre_blanche;NA;aucun;lactose;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
027_01.13_8_;02;027_01.13;1192.16;NA;NA;cocaine;doigt;0.75;11.26;doigt_8_avec_scotch_rose_contenant_de_poudre_blanche;14.3;cocaine;phenacetine lidocaine levamisol lactose;C01000932000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
028_01.13_1_;02;028_01.13;1192.5;NA;NA;cocaine;plaque_noir;4.65;1192.5;plaque_noir_contenant_de_la_poudre_blanche;86;cocaine;-;C01000511000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
029_01.13_1_;02;029_01.13;19.65;NA;NA;cocaine;doigt;0.75;9.83;doigt_1_contenant_de_la_poudre_blanche;31.5;cocaine;phenacetine lidocaine glucose levamisol lactose;C01001427000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
029_01.13_2_;02;029_01.13;19.65;NA;NA;cocaine;doigt;0.8;9.83;doigt_2_contenant_de_la_poudre_blanche;29.7;cocaine;phenacetine lidocaine glucose levamisol lactose;C01001427000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
031_01.13_1_;02;031_01.13;249.18;NA;NA;cocaine;cylindre;4.9;249.18;poudre_blanche;21;cocaine;phenacetine cafeine mannitol levamisol tetracaine;C01001405000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
032_01.13_1_1;01;032_01.13;39.4;NA;NA;cocaine;parachute;NA;4.87;1er_parachute_de_poudre_blanche_echantillonne_par_l'id_parmi_les_5_parachutes_susmentionnes;35.7;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol inositol lactose;C01001408000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
032_01.13_1_2;01;032_01.13;39.4;NA;NA;cocaine;parachute;NA;5;2eme_parachute_de_poudre_blanche_echantillonne_par_l'id_parmi_les_5_parachutes_susmentionnes;36.8;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol inositol lactose;C01001408000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
032_01.13_1_3;01;032_01.13;39.4;NA;NA;cocaine;parachute;NA;9.98;3eme_parachute_de_poudre_blanche_echantillonne_par_l'id_parmi_les_5_parachutes_susmentionnes;36.3;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol inositol lactose;C01001408000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
033_01.13_1_1;01;033_01.13;NA;66;NA;heroine;minigrip;4.4;4.4;1er_minigrip_echantillonne_par_l'id_parmi_les_15_minigrips_susmentionnes;9.2;heroine;paracetamol cafeine griseofulvine;H01000290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
033_01.13_1_2;01;033_01.13;NA;66;NA;heroine;minigrip;4.4;4.4;2eme_minigrip_echantillonne_par_l'id_parmi_les_15_minigrips_susmentionnes;9.3;heroine;paracetamol cafeine griseofulvine;H01000290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
033_01.13_1_3;01;033_01.13;NA;66;NA;heroine;minigrip;4.4;4.4;3eme_minigrip_echantillonne_par_l'id_parmi_les_15_minigrips_susmentionnes;9.8;heroine;paracetamol cafeine griseofulvine;H01000290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
033_01.13_1_4;01;033_01.13;NA;66;NA;heroine;minigrip;4.4;4.5;4eme_minigrip_echantillonne_par_l'id_parmi_les_15_minigrips_susmentionnes;9.6;heroine;paracetamol cafeine griseofulvine;H01000290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
035_01.13_1_1;01;035_01.13;115.79;NA;NA;cocaine;boite_de_preservatif;3.99;29.64;1er_oeuf_echantillonne_par_l'id_parmi_les_4_oeufs_susmentionnes;53.4;cocaine;nicotinamide diethylphtalate phenacetine cafeine glucose mannitol levamisol lactose hydroxyzine;C01001411000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
035_01.13_1_2;01;035_01.13;115.79;NA;NA;cocaine;boite_de_preservatif;4.67;29.34;2eme_oeuf_echantillonne_par_l'id_parmi_les_4_oeufs_susmentionnes;51.4;cocaine;glucose levamisol lactose ;C01001412000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
035_01.13_1_3;01;035_01.13;115.79;NA;NA;cocaine;boite_de_preservatif;6.25;29.34;3eme_oeuf_echantillonne_par_l'id_parmi_les_4_oeufs_susmentionnes;51.2;cocaine;glucose levamisol lactose ;C01001412000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
036_01.13_1_;NA;036_01.13;NA;NA;NA;NA;cylindre;NA;NA;poudre_blanche;27.2;cocaine;phenacetine glucose mannitol lactose diltiazem;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
036_01.13_2_;NA;036_01.13;NA;NA;NA;NA;cylindre;NA;NA;poudre_blanche;24.4;cocaine;phenacetine lidocaine cafeine glucose lactose hydroxyzine diltiazem;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
036_01.13_3_;NA;036_01.13;NA;NA;NA;NA;cylindre;NA;NA;poudre_blanche;60.7;cocaine;mannitol;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
036_01.13_4_;NA;036_01.13;NA;NA;NA;NA;cylindre;NA;NA;poudre_blanche;21.3;cocaine;phenacetine lidocaine glucose mannitol lactose;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
042_01.13_1_;05;042_01.13;594.43;NA;NA;cocaine;tube_denvoi;1.07;9.87;poudre_blanche;39.1;cocaine;phenacetine lidocaine cafeine mannitol levamisol;C01001424000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
042_01.13_2_;05;042_01.13;594.43;NA;NA;cocaine;tube_denvoi;1;9.75;poudre_blanche;39.2;cocaine;phenacetine lidocaine cafeine mannitol levamisol;C01001424000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
